ID,Sort,Ward,Precinct,Precinct Code,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,Shape_Area,% Geography,% Geography CT,Raw_Emanuel,Raw_Wilson,Raw_Fioretti,Raw_Garcia,Raw_Walls,Raw_Vote_Total,Pror_Emanuel,Pror_Wilson,Pror_Fioretti,Pror_Garcia,Pror_Walls,Pror_Vote_Total,Raw_White,Raw_AA,Raw_Hispanic,Raw_Asian,Raw_Native_Am,Raw_Hawaiian,Raw_Other,Raw_Two_Or_More,Raw_Pop_Total,Pror_White,Pror_AA,Pror_Hispanic,Pror_Aisan,Pror_Native_Am,Pror_Hawaiian,Pror_Other,Pror_Two_Or_More,Pror_Pop_Total,Majority Race,Raw_Median_HH_Income,Wtd_Median_HH_Income,Pror_Median_HH_Income,Range_Income,Raw_Pct_Bachelors,Wtd_Pct_Bachelors,Pror_Pct_Bachelors,Range_Bachelors
3059,3059,43,7,43007,17,31,832600,17031832600,8326,Census Tract 8326,0.000003,15.00%,3.85%,140,9,10,33,0,192,21,1,2,5,0,29,3329,85,124,129,1,2,6,51,3727,128,3,5,5,0,0,0,2,143,White,194053,27749579,173950,"$160,000 - $180,000",87,12441,85,80% - 100%
3060,3060,43,7,43007,17,31,71200,17031071200,712,Census Tract 712,0.000015,75.00%,42.86%,140,9,10,33,0,192,105,7,8,25,0,144,1594,64,116,88,1,0,2,41,1906,683,27,50,38,0,0,1,18,817,White,170958,139672686,173950,"$160,000 - $180,000",82,66994,85,80% - 100%
3061,3061,43,8,43008,17,31,71400,17031071400,714,Census Tract 714,0.000003,100.00%,4.17%,155,11,6,40,0,212,155,11,6,40,0,212,3716,255,214,281,4,1,13,86,4570,155,11,9,12,0,0,1,4,190,White,116792,22190480,116792,"$100,000 - $120,000",78,14820,78,60% - 80%
3062,3062,43,9,43009,17,31,71200,17031071200,712,Census Tract 712,0.000002,15.38%,5.71%,230,10,11,58,2,311,35,2,2,9,0,48,1594,64,116,88,1,0,2,41,1906,91,4,7,5,0,0,0,2,109,White,170958,18634422,177936,"$160,000 - $180,000",82,8938,80,60% - 80%
3063,3063,43,9,43009,17,31,71300,17031071300,713,Census Tract 713,0.000002,15.38%,6.06%,230,10,11,58,2,311,35,2,2,9,0,48,3066,53,129,203,2,0,10,50,3513,186,3,8,12,0,0,1,3,213,White,150440,32043720,177936,"$160,000 - $180,000",88,18744,80,60% - 80%
3064,3064,43,9,43009,17,31,71600,17031071600,716,Census Tract 716,0.000009,69.23%,50.00%,230,10,11,58,2,311,159,7,8,40,1,215,1488,97,83,69,3,0,2,41,1783,744,48,42,34,2,0,1,20,892,White,185354,165335768,177936,"$160,000 - $180,000",78,69576,80,60% - 80%
3065,3065,43,10,43010,17,31,71000,17031071000,710,Census Tract 710,0.000007,41.18%,19.44%,172,6,20,45,2,245,71,2,8,19,1,101,3652,206,297,194,3,1,10,79,4442,710,40,58,38,1,0,2,15,864,White,173278,149712192,180678,"$180,000 - $200,000",93,80352,91,80% - 100%
3066,3066,43,10,43010,17,31,832600,17031832600,8326,Census Tract 8326,0.00001,58.82%,12.82%,172,6,20,45,2,245,101,4,12,26,1,144,3329,85,124,129,1,2,6,51,3727,427,11,16,17,0,0,1,7,478,White,194053,92757334,180678,"$180,000 - $200,000",87,41586,91,80% - 100%
3067,3067,43,11,43011,17,31,71000,17031071000,710,Census Tract 710,0.000002,15.38%,5.56%,126,4,10,30,0,170,19,1,2,5,0,26,3652,206,297,194,3,1,10,79,4442,203,11,16,11,0,0,1,4,247,White,173278,42799666,176060,"$160,000 - $180,000",93,22971,93,80% - 100%
3068,3068,43,11,43011,17,31,832600,17031832600,8326,Census Tract 8326,0.000004,30.77%,5.13%,126,4,10,30,0,170,39,1,3,9,0,52,3329,85,124,129,1,2,6,51,3727,171,4,6,7,0,0,0,3,191,White,194053,37064123,176060,"$160,000 - $180,000",87,16617,93,80% - 100%
3069,3069,43,11,43011,17,31,71100,17031071100,711,Census Tract 711,0.000007,53.85%,20.00%,126,4,10,30,0,170,68,2,5,16,0,92,2479,89,178,139,6,0,11,42,2944,496,18,36,28,1,0,2,8,589,White,171392,100949888,176060,"$160,000 - $180,000",95,55955,93,80% - 100%
3070,3070,43,12,43012,17,31,71400,17031071400,714,Census Tract 714,0.000001,100.00%,1.39%,121,2,14,24,0,161,121,2,14,24,0,161,3716,255,214,281,4,1,13,86,4570,52,4,3,4,0,0,0,1,63,White,116792,7357896,116792,"$100,000 - $120,000",78,4914,78,60% - 80%
3071,3071,43,13,43013,17,31,70102,17031070102,701.02,Census Tract 701.02,0.000002,33.33%,14.29%,165,14,11,48,3,241,55,5,4,16,1,80,1969,66,150,182,1,0,1,44,2413,281,9,21,26,0,0,0,6,345,White,75420,26019900,84970,"$80,000 - $100,000",77,26565,78,60% - 80%
3072,3072,43,13,43013,17,31,70101,17031070101,701.01,Census Tract 701.01,0.000004,66.67%,5.48%,165,14,11,48,3,241,110,9,7,32,2,161,3219,76,160,259,2,1,2,77,3796,176,4,9,14,0,0,0,4,208,White,100811,20968688,84970,"$80,000 - $100,000",80,16640,78,60% - 80%
3073,3073,43,14,43014,17,31,71700,17031071700,717,Census Tract 717,0.000004,30.77%,23.53%,214,8,10,50,0,282,66,2,3,15,0,87,1279,183,75,64,0,0,4,47,1652,301,43,18,15,0,0,1,11,389,White,184949,71945161,185231,"$180,000 - $200,000",79,30731,78,60% - 80%
3074,3074,43,14,43014,17,31,71600,17031071600,716,Census Tract 716,0.000009,69.23%,50.00%,214,8,10,50,0,282,148,6,7,35,0,195,1488,97,83,69,3,0,2,41,1783,744,48,42,34,2,0,1,20,892,White,185354,165335768,185231,"$180,000 - $200,000",78,69576,78,60% - 80%
3075,3075,43,15,43015,17,31,71500,17031071500,715,Census Tract 715,0.000008,100.00%,8.00%,165,4,22,50,1,242,165,4,22,50,1,242,4914,271,236,244,4,10,6,83,5768,393,22,19,20,0,1,0,7,461,White,113187,52179207,113187,"$100,000 - $120,000",83,38263,83,80% - 100%
3076,3076,43,16,43016,17,31,70300,17031070300,703,Census Tract 703,0.000018,100.00%,50.00%,142,7,19,41,0,209,142,7,19,41,0,209,2899,51,170,164,3,1,3,76,3367,1450,26,85,82,2,0,2,38,1684,White,129759,218514156,129759,"$120,000 - $140,000",88,148192,88,80% - 100%
3077,3077,43,17,43017,17,31,71400,17031071400,714,Census Tract 714,0.000002,22.22%,2.78%,140,4,11,29,1,185,31,1,2,6,0,41,3716,255,214,281,4,1,13,86,4570,103,7,6,8,0,0,0,2,127,White,116792,14832584,145539,"$140,000 - $160,000",78,9906,87,80% - 100%
3078,3078,43,17,43017,17,31,71300,17031071300,713,Census Tract 713,0.000007,77.78%,21.21%,140,4,11,29,1,185,109,3,9,23,1,144,3066,53,129,203,2,0,10,50,3513,650,11,27,43,0,0,2,11,745,White,150440,112077800,145539,"$140,000 - $160,000",88,65560,87,80% - 100%
3079,3079,43,18,43018,17,31,70500,17031070500,705,Census Tract 705,0.000018,100.00%,52.94%,192,4,20,49,1,266,192,4,20,49,1,266,2530,97,151,97,2,0,5,46,2928,1339,51,80,51,1,0,3,24,1550,White,159607,247390850,159607,"$140,000 - $160,000",72,111600,72,60% - 80%
3080,3080,43,19,43019,17,31,71500,17031071500,715,Census Tract 715,0.00001,100.00%,10.00%,190,7,22,46,3,268,190,7,22,46,3,268,4914,271,236,244,4,10,6,83,5768,491,27,24,24,0,1,1,8,577,White,113187,65308899,113187,"$100,000 - $120,000",83,47891,83,80% - 100%
3081,3081,43,20,43020,17,31,71300,17031071300,713,Census Tract 713,0.000013,100.00%,39.39%,205,6,12,74,3,300,205,6,12,74,3,300,3066,53,129,203,2,0,10,50,3513,1208,21,51,80,1,0,4,20,1384,White,150440,208208960,150440,"$140,000 - $160,000",88,121792,88,80% - 100%
3082,3082,43,21,43021,17,31,70200,17031070200,702,Census Tract 702,0.000015,100.00%,39.47%,168,8,21,57,0,254,168,8,21,57,0,254,3211,131,191,275,5,0,9,78,3900,1268,52,75,109,2,0,4,31,1539,White,112816,173623824,112816,"$100,000 - $120,000",90,138510,90,80% - 100%
3083,3083,43,22,43022,17,31,70200,17031070200,702,Census Tract 702,0.000009,100.00%,23.68%,92,4,11,27,1,135,92,4,11,27,1,135,3211,131,191,275,5,0,9,78,3900,760,31,45,65,1,0,2,18,924,White,112816,104241984,112816,"$100,000 - $120,000",90,83160,90,80% - 100%
3084,3084,43,23,43023,17,31,832600,17031832600,8326,Census Tract 8326,0.000011,100.00%,14.10%,77,3,2,23,0,105,77,3,2,23,0,105,3329,85,124,129,1,2,6,51,3727,469,12,17,18,0,0,1,7,526,White,194053,102071878,194053,"$180,000 - $200,000",87,45762,87,80% - 100%
3085,3085,43,24,43024,17,31,71400,17031071400,714,Census Tract 714,0.000004,100.00%,5.56%,130,12,11,30,5,188,130,12,11,30,5,188,3716,255,214,281,4,1,13,86,4570,206,14,12,16,0,0,1,5,254,White,116792,29665168,116792,"$100,000 - $120,000",78,19812,78,60% - 80%
3086,3086,43,25,43025,17,31,70101,17031070101,701.01,Census Tract 701.01,0.000002,100.00%,2.74%,173,11,12,52,1,249,173,11,12,52,1,249,3219,76,160,259,2,1,2,77,3796,88,2,4,7,0,0,0,2,104,White,100811,10484344,100811,"$100,000 - $120,000",80,8320,80,60% - 80%
3087,3087,43,26,43026,17,31,70101,17031070101,701.01,Census Tract 701.01,0.000003,100.00%,4.11%,148,3,14,41,2,208,148,3,14,41,2,208,3219,76,160,259,2,1,2,77,3796,132,3,7,11,0,0,0,3,156,White,100811,15726516,100811,"$100,000 - $120,000",80,12480,80,60% - 80%
3088,3088,43,27,43027,17,31,70101,17031070101,701.01,Census Tract 701.01,0.000003,50.00%,4.11%,196,4,12,43,0,255,98,2,6,22,0,128,3219,76,160,259,2,1,2,77,3796,132,3,7,11,0,0,0,3,156,White,100811,15726516,81306,"$80,000 - $100,000",80,12480,78,60% - 80%
3089,3089,43,27,43027,17,31,70102,17031070102,701.02,Census Tract 701.02,0.000003,50.00%,21.43%,196,4,12,43,0,255,98,2,6,22,0,128,1969,66,150,182,1,0,1,44,2413,422,14,32,39,0,0,0,9,517,White,75420,38992140,81306,"$80,000 - $100,000",77,39809,78,60% - 80%
3090,3090,43,28,43028,17,31,80100,17031080100,801,Census Tract 801,0.000005,100.00%,17.86%,220,4,17,37,5,283,220,4,17,37,5,283,5289,142,231,272,3,0,7,69,6013,944,25,41,49,1,0,1,12,1074,White,168639,181118286,168639,"$160,000 - $180,000",81,86994,81,80% - 100%
3091,3091,43,29,43029,17,31,71200,17031071200,712,Census Tract 712,0.000018,100.00%,51.43%,153,6,10,67,1,237,153,6,10,67,1,237,1594,64,116,88,1,0,2,41,1906,820,33,60,45,1,0,1,21,980,White,170958,167538840,170958,"$160,000 - $180,000",82,80360,82,80% - 100%
3092,3092,43,30,43030,17,31,71000,17031071000,710,Census Tract 710,0.000018,100.00%,50.00%,164,5,21,34,0,224,164,5,21,34,0,224,3652,206,297,194,3,1,10,79,4442,1826,103,148,97,2,0,5,40,2221,White,173278,384850438,173278,"$160,000 - $180,000",93,206553,93,80% - 100%
3093,3093,43,31,43031,17,31,70400,17031070400,704,Census Tract 704,0.000014,100.00%,38.89%,175,17,19,59,4,274,175,17,19,59,4,274,2510,100,197,124,1,1,5,46,2984,976,39,77,48,0,0,2,18,1160,White,140078,162490480,140078,"$140,000 - $160,000",76,88160,76,60% - 80%
3094,3094,43,32,43032,17,31,71500,17031071500,715,Census Tract 715,0.000052,29.89%,52.00%,211,4,12,54,1,282,63,1,4,16,0,84,4914,271,236,244,4,10,6,83,5768,2555,141,123,127,2,5,3,43,2999,White,113187,339447813,110757,"$100,000 - $120,000",83,248917,80,60% - 80%
3095,3095,43,32,43032,17,31,70101,17031070101,701.01,Census Tract 701.01,0.00006,34.48%,82.19%,211,4,12,54,1,282,73,1,4,19,0,97,3219,76,160,259,2,1,2,77,3796,2646,62,132,213,2,1,2,63,3120,White,100811,314530320,110757,"$100,000 - $120,000",80,249600,80,60% - 80%
3096,3096,43,32,43032,17,31,71400,17031071400,714,Census Tract 714,0.000062,35.63%,86.11%,211,4,12,54,1,282,75,1,4,19,0,100,3716,255,214,281,4,1,13,86,4570,3200,220,184,242,3,1,11,74,3935,White,116792,459576520,110757,"$100,000 - $120,000",78,306930,80,60% - 80%
3097,3097,43,33,43033,17,31,80100,17031080100,801,Census Tract 801,0.000005,100.00%,17.86%,227,7,17,38,1,290,227,7,17,38,1,290,5289,142,231,272,3,0,7,69,6013,944,25,41,49,1,0,1,12,1074,White,168639,181118286,168639,"$160,000 - $180,000",81,86994,81,80% - 100%
3098,3098,43,34,43034,17,31,70101,17031070101,701.01,Census Tract 701.01,0.000001,100.00%,1.37%,142,5,10,42,2,201,142,5,10,42,2,201,3219,76,160,259,2,1,2,77,3796,44,1,2,4,0,0,0,1,52,White,100811,5242172,100811,"$100,000 - $120,000",80,4160,80,60% - 80%
3099,3099,43,35,43035,17,31,81202,17031081202,812.02,Census Tract 812.02,0.000001,14.29%,4.55%,253,5,36,30,0,324,36,1,5,4,0,46,2621,73,123,133,4,0,0,41,2995,119,3,6,6,0,0,0,2,136,White,230101,31293736,174509,"$160,000 - $180,000",79,10744,81,80% - 100%
3100,3100,43,35,43035,17,31,80100,17031080100,801,Census Tract 801,0.000006,85.71%,21.43%,253,5,36,30,0,324,217,4,31,26,0,278,5289,142,231,272,3,0,7,69,6013,1133,30,50,58,1,0,2,15,1288,White,168639,217207032,174509,"$160,000 - $180,000",81,104328,81,80% - 100%
3101,3101,43,36,43036,17,31,70102,17031070102,701.02,Census Tract 701.02,0.000005,100.00%,35.71%,41,2,9,25,4,81,41,2,9,25,4,81,1969,66,150,182,1,0,1,44,2413,703,24,54,65,0,0,0,16,862,White,75420,65012040,75420,"$60,000 - $80,000",77,66374,77,60% - 80%
3102,3102,43,37,43037,17,31,70103,17031070103,701.03,Census Tract 701.03,0.000007,100.00%,100.00%,132,3,19,33,3,190,132,3,19,33,3,190,1345,55,93,173,4,0,1,38,1709,1345,55,93,173,4,0,1,38,1709,White,70494,120474246,70494,"$60,000 - $80,000",90,153810,90,80% - 100%
3103,3103,43,38,43038,17,31,80100,17031080100,801,Census Tract 801,0.000007,100.00%,25.00%,211,5,8,32,2,258,211,5,8,32,2,258,5289,142,231,272,3,0,7,69,6013,1322,35,58,68,1,0,2,17,1503,White,168639,253464417,168639,"$160,000 - $180,000",81,121743,81,80% - 100%
3104,3104,43,39,43039,17,31,70400,17031070400,704,Census Tract 704,0.000007,28.00%,19.44%,130,4,12,46,4,196,36,1,3,13,1,55,2510,100,197,124,1,1,5,46,2984,488,19,38,24,0,0,1,9,580,White,140078,81245240,156618,"$140,000 - $160,000",76,44080,83,80% - 100%
3105,3105,43,39,43039,17,31,832500,17031832500,8325,Census Tract 8325,0.000009,36.00%,10.47%,130,4,12,46,4,196,47,1,4,17,1,71,2893,236,273,126,3,0,6,69,3606,303,25,29,13,0,0,1,7,377,White,133013,50145901,156618,"$140,000 - $160,000",63,23751,83,80% - 100%
3106,3106,43,39,43039,17,31,71000,17031071000,710,Census Tract 710,0.000009,36.00%,25.00%,130,4,12,46,4,196,47,1,4,17,1,71,3652,206,297,194,3,1,10,79,4442,913,52,74,48,1,0,2,20,1110,White,173278,192338580,156618,"$140,000 - $160,000",93,103230,83,80% - 100%
3107,3107,43,40,43040,17,31,70200,17031070200,702,Census Tract 702,0.000009,100.00%,23.68%,76,5,8,40,7,136,76,5,8,40,7,136,3211,131,191,275,5,0,9,78,3900,760,31,45,65,1,0,2,18,924,White,112816,104241984,112816,"$100,000 - $120,000",90,83160,90,80% - 100%
3108,3108,43,41,43041,17,31,71100,17031071100,711,Census Tract 711,0.000026,100.00%,74.29%,211,5,20,65,2,303,211,5,20,65,2,303,2479,89,178,139,6,0,11,42,2944,1842,66,132,103,4,0,8,31,2187,White,171392,374834304,171392,"$160,000 - $180,000",95,207765,95,80% - 100%
3109,3109,43,42,43042,17,31,70102,17031070102,701.02,Census Tract 701.02,0.000004,44.44%,28.57%,145,4,11,52,4,216,64,2,5,23,2,96,1969,66,150,182,1,0,1,44,2413,563,19,43,52,0,0,0,13,689,White,75420,51964380,91380,"$80,000 - $100,000",77,53053,83,80% - 100%
3110,3110,43,42,43042,17,31,70200,17031070200,702,Census Tract 702,0.000005,55.56%,13.16%,145,4,11,52,4,216,81,2,6,29,2,120,3211,131,191,275,5,0,9,78,3900,422,17,25,36,1,0,1,10,513,White,112816,57874608,91380,"$80,000 - $100,000",90,46170,83,80% - 100%
3111,3111,43,43,43043,17,31,80100,17031080100,801,Census Tract 801,0.000005,100.00%,17.86%,255,5,22,45,0,327,255,5,22,45,0,327,5289,142,231,272,3,0,7,69,6013,944,25,41,49,1,0,1,12,1074,White,168639,181118286,168639,"$160,000 - $180,000",81,86994,81,80% - 100%
3112,3112,43,44,43044,17,31,71300,17031071300,713,Census Tract 713,0.000011,100.00%,33.33%,185,6,15,43,1,250,185,6,15,43,1,250,3066,53,129,203,2,0,10,50,3513,1022,18,43,68,1,0,3,17,1171,White,150440,176165240,150440,"$140,000 - $160,000",88,103048,88,80% - 100%
3113,3113,43,45,43045,17,31,71800,17031071800,718,Census Tract 718,0.000003,42.86%,8.57%,137,5,16,25,3,186,59,2,7,11,1,80,1975,410,107,98,2,0,4,50,2646,169,35,9,8,0,0,0,4,227,White,220175,49979725,197930,"$180,000 - $200,000",75,17025,78,60% - 80%
3114,3114,43,45,43045,17,31,71700,17031071700,717,Census Tract 717,0.000004,57.14%,23.53%,137,5,16,25,3,186,78,3,9,14,2,106,1279,183,75,64,0,0,4,47,1652,301,43,18,15,0,0,1,11,389,White,184949,71945161,197930,"$180,000 - $200,000",79,30731,78,60% - 80%
3115,3115,43,46,43046,17,31,70300,17031070300,703,Census Tract 703,0.000007,100.00%,19.44%,75,5,4,26,0,110,75,5,4,26,0,110,2899,51,170,164,3,1,3,76,3367,564,10,33,32,1,0,1,15,655,White,129759,84992145,129759,"$120,000 - $140,000",88,57640,88,80% - 100%
3116,3116,44,1,44001,17,31,61902,17031061902,619.02,Census Tract 619.02,0.000001,20.00%,3.45%,237,15,23,92,5,372,47,3,5,18,1,74,3444,151,264,288,3,2,3,85,4240,119,5,9,10,0,0,0,3,146,White,92460,13499160,83863,"$80,000 - $100,000",78,11388,74,60% - 80%
3117,3117,44,1,44001,17,31,63200,17031063200,632,Census Tract 632,0.000004,80.00%,9.76%,237,15,23,92,5,372,190,12,18,74,4,298,5032,253,429,485,6,2,12,126,6345,491,25,42,47,1,0,1,12,619,White,81835,50655865,83863,"$80,000 - $100,000",73,45187,74,60% - 80%
3118,3118,44,2,44002,17,31,62400,17031062400,624,Census Tract 624,0.000016,100.00%,88.89%,117,5,18,55,0,195,117,5,18,55,0,195,1239,20,84,48,3,0,6,21,1421,1101,18,75,43,3,0,5,19,1263,White,182253,230185539,182253,"$180,000 - $200,000",73,92199,73,60% - 80%
3119,3119,44,3,44003,17,31,61902,17031061902,619.02,Census Tract 619.02,0.000018,50.00%,62.07%,208,5,11,43,0,267,104,2,6,22,0,134,3444,151,264,288,3,2,3,85,4240,2138,94,164,179,2,1,2,53,2632,White,92460,243354720,86996,"$80,000 - $100,000",78,205296,75,60% - 80%
3120,3120,44,3,44003,17,31,63200,17031063200,632,Census Tract 632,0.000018,50.00%,43.90%,208,5,11,43,0,267,104,2,6,22,0,134,5032,253,429,485,6,2,12,126,6345,2209,111,188,213,3,1,5,55,2786,White,81835,227992310,86996,"$80,000 - $100,000",73,203378,75,60% - 80%
3121,3121,44,4,44004,17,31,63303,17031063303,633.03,Census Tract 633.03,0.000001,33.33%,4.00%,246,4,14,55,0,319,82,1,5,18,0,106,1055,14,28,84,1,0,2,17,1201,42,1,1,3,0,0,0,1,48,White,90032,4321536,92246,"$80,000 - $100,000",64,3072,82,80% - 100%
3122,3122,44,4,44004,17,31,63302,17031063302,633.02,Census Tract 633.02,0.000002,66.67%,15.38%,246,4,14,55,0,319,164,3,9,37,0,213,3215,120,229,333,7,4,7,81,3996,495,18,35,51,1,1,1,12,615,White,92419,56837685,92246,"$80,000 - $100,000",83,51045,82,80% - 100%
3123,3123,44,5,44005,17,31,63200,17031063200,632,Census Tract 632,0.000006,100.00%,14.63%,123,5,12,57,6,203,123,5,12,57,6,203,5032,253,429,485,6,2,12,126,6345,736,37,63,71,1,0,2,18,929,White,81835,76024715,81835,"$80,000 - $100,000",73,67817,73,60% - 80%
3124,3124,44,6,44006,17,31,63400,17031063400,634,Census Tract 634,0.000006,46.15%,35.29%,126,4,14,59,1,204,58,2,6,27,0,94,1770,90,145,110,5,5,4,51,2180,625,32,51,39,2,2,1,18,769,White,116274,89414706,91844,"$80,000 - $100,000",77,59213,79,60% - 80%
3125,3125,44,6,44006,17,31,63100,17031063100,631,Census Tract 631,0.000007,53.85%,41.18%,126,4,14,59,1,204,68,2,8,32,1,110,1817,43,125,121,5,3,9,50,2173,748,18,51,50,2,1,4,21,895,White,70853,63413435,91844,"$80,000 - $100,000",81,72495,79,60% - 80%
3126,3126,44,7,44007,17,31,63303,17031063303,633.03,Census Tract 633.03,0.000024,100.00%,96.00%,172,4,14,44,2,236,172,4,14,44,2,236,1055,14,28,84,1,0,2,17,1201,1013,13,27,81,1,0,2,16,1153,White,90032,103806896,90032,"$80,000 - $100,000",64,73792,64,60% - 80%
3127,3127,44,8,44008,17,31,63302,17031063302,633.02,Census Tract 633.02,0.000005,100.00%,38.46%,152,7,22,77,1,259,152,7,22,77,1,259,3215,120,229,333,7,4,7,81,3996,1237,46,88,128,3,2,3,31,1537,White,92419,142048003,92419,"$80,000 - $100,000",83,127571,83,80% - 100%
3128,3128,44,9,44009,17,31,62400,17031062400,624,Census Tract 624,0.000002,13.33%,11.11%,97,2,10,51,0,160,13,0,1,7,0,21,1239,20,84,48,3,0,6,21,1421,138,2,9,5,0,0,1,2,158,White,182253,28795974,132246,"$120,000 - $140,000",73,11534,86,80% - 100%
3129,3129,44,9,44009,17,31,61500,17031061500,615,Census Tract 615,0.000004,26.67%,23.53%,97,2,10,51,0,160,26,1,3,14,0,43,1496,22,97,70,0,0,1,21,1707,352,5,23,16,0,0,0,5,402,White,122566,49271532,132246,"$120,000 - $140,000",79,31758,86,80% - 100%
3130,3130,44,9,44009,17,31,62300,17031062300,623,Census Tract 623,0.000009,60.00%,50.00%,97,2,10,51,0,160,58,1,6,31,0,96,1319,31,81,57,0,0,0,25,1513,660,16,40,28,0,0,0,12,756,White,126942,95968152,132246,"$120,000 - $140,000",92,69552,86,80% - 100%
3131,3131,44,10,44010,17,31,62200,17031062200,622,Census Tract 622,0.000006,50.00%,23.08%,96,5,12,46,0,159,48,2,6,23,0,80,2472,44,145,157,2,0,0,50,2870,570,10,33,36,0,0,0,12,662,White,124843,82646066,137236,"$120,000 - $140,000",82,54284,85,80% - 100%
3132,3132,44,10,44010,17,31,62900,17031062900,629,Census Tract 629,0.000006,50.00%,16.67%,96,5,12,46,0,159,48,2,6,23,0,80,3437,81,223,158,2,0,2,73,3976,573,14,37,26,0,0,0,12,663,White,149611,99192093,137236,"$120,000 - $140,000",87,57681,85,80% - 100%
3133,3133,44,11,44011,17,31,61200,17031061200,612,Census Tract 612,0.000004,30.77%,21.05%,118,5,15,59,0,197,36,2,5,18,0,61,1635,29,117,68,2,0,0,38,1889,344,6,25,14,0,0,0,8,398,White,142433,56688334,128639,"$120,000 - $140,000",81,32238,80,60% - 80%
3134,3134,44,11,44011,17,31,61500,17031061500,615,Census Tract 615,0.000009,69.23%,52.94%,118,5,15,59,0,197,82,3,10,41,0,136,1496,22,97,70,0,0,1,21,1707,792,12,51,37,0,0,1,11,904,White,122566,110799664,128639,"$120,000 - $140,000",79,71416,80,60% - 80%
3135,3135,44,12,44012,17,31,61902,17031061902,619.02,Census Tract 619.02,0.000001,20.00%,3.45%,166,4,15,74,1,260,33,1,3,15,0,52,3444,151,264,288,3,2,3,85,4240,119,5,9,10,0,0,0,3,146,White,92460,13499160,73807,"$60,000 - $80,000",78,11388,72,60% - 80%
3136,3136,44,12,44012,17,31,61901,17031061901,619.01,Census Tract 619.01,0.000004,80.00%,23.53%,166,4,15,74,1,260,133,3,12,59,1,208,2627,174,276,291,3,0,5,57,3433,618,41,65,68,1,0,1,13,808,White,70437,56913096,73807,"$60,000 - $80,000",71,57368,72,60% - 80%
3137,3137,44,13,44013,17,31,61500,17031061500,615,Census Tract 615,0.000004,30.77%,23.53%,113,4,10,33,0,160,35,1,3,10,0,49,1496,22,97,70,0,0,1,21,1707,352,5,23,16,0,0,0,5,402,White,122566,49271532,125423,"$120,000 - $140,000",79,31758,87,80% - 100%
3138,3138,44,13,44013,17,31,62300,17031062300,623,Census Tract 623,0.000009,69.23%,50.00%,113,4,10,33,0,160,78,3,7,23,0,111,1319,31,81,57,0,0,0,25,1513,660,16,40,28,0,0,0,12,756,White,126942,95968152,125423,"$120,000 - $140,000",92,69552,87,80% - 100%
3139,3139,44,14,44014,17,31,62900,17031062900,629,Census Tract 629,0.000003,18.75%,8.33%,103,2,7,56,1,169,19,0,1,10,0,32,3437,81,223,158,2,0,2,73,3976,286,7,19,13,0,0,0,6,331,White,149611,49521241,121195,"$120,000 - $140,000",87,28797,87,80% - 100%
3140,3140,44,14,44014,17,31,63000,17031063000,630,Census Tract 630,0.000013,81.25%,38.24%,103,2,7,56,1,169,84,2,6,46,1,137,2386,78,213,237,3,3,5,48,2973,912,30,81,91,1,1,2,18,1137,White,112922,128392314,121195,"$120,000 - $140,000",87,98919,87,80% - 100%
3141,3141,44,15,44015,17,31,61902,17031061902,619.02,Census Tract 619.02,0.000002,40.00%,6.90%,131,5,13,55,0,204,52,2,5,22,0,82,3444,151,264,288,3,2,3,85,4240,238,10,18,20,0,0,0,6,292,White,92460,26998320,77598,"$60,000 - $80,000",78,22776,73,60% - 80%
3142,3142,44,15,44015,17,31,61901,17031061901,619.01,Census Tract 619.01,0.000003,60.00%,17.65%,131,5,13,55,0,204,79,3,8,33,0,122,2627,174,276,291,3,0,5,57,3433,464,31,49,51,1,0,1,10,606,White,70437,42684822,77598,"$60,000 - $80,000",71,43026,73,60% - 80%
3143,3143,44,16,44016,17,31,60400,17031060400,604,Census Tract 604,0.000017,100.00%,47.22%,123,4,12,74,4,217,123,4,12,74,4,217,2831,48,304,129,4,4,9,41,3370,1337,23,144,61,2,2,4,19,1591,White,150496,239439136,150496,"$140,000 - $160,000",80,127280,80,60% - 80%
3144,3144,44,17,44017,17,31,63200,17031063200,632,Census Tract 632,0.000007,100.00%,17.07%,206,4,12,75,3,300,206,4,12,75,3,300,5032,253,429,485,6,2,12,126,6345,859,43,73,83,1,0,2,22,1083,White,81835,88627305,81835,"$80,000 - $100,000",73,79059,73,60% - 80%
3145,3145,44,18,44018,17,31,63301,17031063301,633.01,Census Tract 633.01,0.000001,8.33%,10.00%,128,7,11,40,1,187,11,1,1,3,0,16,1993,174,165,248,2,2,4,53,2641,199,17,16,25,0,0,0,5,264,White,58947,15562008,107239,"$100,000 - $120,000",70,18480,76,60% - 80%
3146,3146,44,18,44018,17,31,63400,17031063400,634,Census Tract 634,0.000011,91.67%,64.71%,128,7,11,40,1,187,117,6,10,37,1,171,1770,90,145,110,5,5,4,51,2180,1145,58,94,71,3,3,3,33,1411,White,116274,164062614,107239,"$100,000 - $120,000",77,108647,76,60% - 80%
